"","Property_type","City","Country","Detail_clean","Bed_count","Final_price","Discount","Start_date","End_date","Duration_days","Nb_reviews","Rating","Location_full"
"339","Cabin","Båstad V","Sweden","Tyga Gård, probably most beautiful on Bjäre",1,94,FALSE,2023-06-01,2023-06-06,5,43,4.9,"Båstad V, Sweden"
"340","Home","Coreggia","Italy","Silk Trulli",1,86,FALSE,2023-06-03,2023-06-08,5,21,4.52,"Coreggia, Italy"
"341","Trullo","Martina Franca","Italy","The Olive Tree Court",1,92,FALSE,2023-06-03,2023-06-08,5,143,4.85,"Martina Franca, Italy"
"342","Room","Montale Rangone","Italy","LaCorte CAMERA BLU NEAR FERRARI WITH PRIVATE PARK",1,73,FALSE,2023-08-21,2023-08-26,5,NA,NA,"Montale Rangone, Modena, Italy"
"343","Room","Berlin","Germany","Friedrichshain Beautiful Sunny Room with Balcony",2,73,TRUE,2023-07-25,2023-07-31,6,6,5,"Berlin, Germany"
"344","Room","Rome","Italy","Cozy en-suite double room in S. Peter's Borgo",1,67,FALSE,2023-11-30,2023-12-05,5,331,4.88,"Rome, Italy"
"345","Room","Santa Lucia","Italy","Star Night Room - Van Gogh Hills BB",3,68,FALSE,2023-06-01,2023-06-06,5,23,4.91,"Santa Lucia, Italy"
"346","Home","Reclesne","France","La Petite Chaumière",1,85,FALSE,2023-06-02,2023-06-07,5,39,4.79,"Reclesne, France"
"347","Farm stay","Asciano","Italy","Green - Lawns in Tuscany",3,91,FALSE,2023-07-08,2023-07-13,5,145,4.97,"Asciano, Italy"
"348","Farm stay","Pennabilli","Italy","Casa Cerbaia Betulla",4,86,FALSE,2023-06-21,2023-06-26,5,19,4.95,"Pennabilli, Italy"
"349","Barn","Nes På Hedmark","Norway","Sommerfjøset on Hovelsrud, Helgøya",2,328,FALSE,2023-07-14,2023-07-20,6,136,4.96,"Nes På Hedmark, Norway"
"350","Cabin","Torsåker","Sweden","Cozy cottage in Torsåker Hofors",4,75,FALSE,2023-06-07,2023-06-12,5,254,4.83,"Torsåker, Sweden"
"351","Room","Saint-Mandé","France","Nice place for your stay in Paris",1,86,FALSE,2023-10-30,2023-11-05,6,319,4.96,"Saint-Mandé, France"
"352","Cabin","Walpole","UK","Peaceful, wooden garden cabin",1,93,FALSE,2023-07-09,2023-07-14,5,255,4.91,"Walpole, UK"
"353","Place to stay","East Farndon","UK","Rural farm-Spacious triple bedroom with en suite",1,71,FALSE,2023-07-02,2023-07-07,5,113,4.92,"East Farndon, UK"
"354","Room","Rüthen","Germany","Private room in the heart of nature",1,42,FALSE,2023-06-03,2023-06-08,5,114,4.96,"Rüthen, Germany"
"355","Room","Rome","Italy","Xavier House",1,43,FALSE,2023-10-09,2023-10-14,5,184,4.89,"Rome, Italy"
"356","Apartment","Plaka","Greece","Akti Karras, Plaka Naxos up to 2 guests",1,55,FALSE,2023-06-20,2023-06-25,5,23,4.91,"Plaka, Greece"
"357","Condo","Saint-Lary-Soulan","France","Studio lookout",1,31,FALSE,2023-06-01,2023-06-06,5,240,4.45,"Saint-Lary-Soulan, France"
"358","Room","Borgo Valbelluna","Italy","Bavarian room in the Dolomites",1,84,FALSE,2023-06-01,2023-06-06,5,5,4.8,"Borgo Valbelluna, Italy"
"359","Room","Kassel","Germany","Cosy interesting loam house",1,78,FALSE,2023-06-05,2023-06-12,7,10,5,"Kassel, Germany"
"360","Room","Barcelona","Spain","Nice room in duplex terrace near BCN",1,55,FALSE,2023-11-11,2023-11-16,5,128,4.89,"Barcelona , Spain"
"361","Tent","Sabóia","Portugal","Lost Paradise - A night into the Alentejo!",5,71,TRUE,2023-06-01,2023-06-06,5,39,4.95,"Sabóia, Portugal"
"362","Place to stay","Mont-le-Vernois","France","Cabin in the wild",2,78,TRUE,2023-09-03,2023-09-10,7,46,4.98,"Mont-le-Vernois, France"
"363","Shipping container","Dirlaught","Ireland","Amazing shipping container house sea views WIFI",1,164,FALSE,2023-08-07,2023-08-12,5,43,4.91,"Dirlaught, Ireland"
"364","Hut","Witzenhausen","Germany","Countryside Sleeps, Bakery, Homestay",1,73,FALSE,2023-07-16,2023-07-21,5,385,4.95,"Witzenhausen, Germany"
"365","Room","Planos","Greece","Kimiro Hotel Tsilivi",1,97,FALSE,2023-06-05,2023-06-10,5,43,4.91,"Planos, Greece"
"366","Apartment","Kadıköy","Turkey","Studio apartment with AC - Suite 3",3,34,FALSE,2023-06-17,2023-06-22,5,3,5,"Kadıköy, Turkey"
"367","Cottage","Nicosia","Italy","Sicilian Mountain Oasis - Entire Villa Smart W.",2,100,FALSE,2023-11-14,2023-11-19,5,325,4.94,"Nicosia, Italy"
"368","Bungalow","Izmir","Turkey","İzmir Bungalow. Urla treehouse 1",1,74,FALSE,2023-06-08,2023-06-13,5,223,4.82,"Izmir, Turkey"
"369","Guesthouse","Perranwell Station","UK","The Folly - Cornwall",1,111,FALSE,2023-06-18,2023-06-23,5,11,5,"Perranwell Station, UK"
"370","Apartment","Areti","Greece","Echoes Exclusive Suite",2,526,FALSE,2023-06-29,2023-07-06,7,40,4.98,"Areti, Greece"
"371","Dome","Wapnica","Poland","Delightfull Dome with Hot tub sauna on the beach",1,319,FALSE,2023-06-03,2023-06-08,5,52,4.98,"Wapnica, Poland"
"372","Cabin","Millbrook","UK","Romantic Ocean View Couples Retreat Cornwall",2,357,FALSE,2023-06-10,2023-06-15,5,61,5,"Millbrook, UK"
"373","Guest suite","La Marsa","Tunisia","THE AQUARIUM waterfront ‍️",3,61,FALSE,2023-06-26,2023-07-01,5,103,4.72,"La Marsa, Tunisia"
"374","Guesthouse","Jonstorp","Sweden","Gäststuga Knorrasjön",2,95,FALSE,2023-06-12,2023-06-17,5,NA,NA,"Jonstorp, Sweden"
"375","Home","Positano","Italy","Villa Laurito",1,185,FALSE,2023-10-31,2023-11-05,5,66,4.88,"Positano, Italy"
"376","Cottage","Benalauría","Spain","""La Parra"", rural tourism. Your home in paradise.",1,67,FALSE,2023-09-16,2023-09-21,5,335,4.99,"Benalauría, Spain"
"377","Tiny home","Muldenhammer","Germany","Hascherle Hitt",2,86,FALSE,2023-06-05,2023-06-10,5,57,5,"Muldenhammer, Germany"
"378","Home","Audierne","France","Villa Trouz Ar Mor",2,135,FALSE,2023-07-01,2023-07-06,5,13,4.85,"Audierne, France"
"379","Bungalow","Izmir","Turkey","İzmir Bungalow. Urla treehouse 1",2,32,TRUE,2023-06-08,2023-06-13,5,223,4.82,"Izmir, Turkey"
"380","Guesthouse","Perranwell Station","UK","The Folly - Cornwall",1,111,FALSE,2023-06-18,2023-06-23,5,11,5,"Perranwell Station, UK"
"381","Apartment","Areti","Greece","Echoes Exclusive Suite",1,526,FALSE,2023-06-29,2023-07-06,7,40,4.98,"Areti, Greece"
"382","Dome","Wapnica","Poland","Delightfull Dome with Hot tub sauna on the beach",2,319,FALSE,2023-06-03,2023-06-08,5,52,4.98,"Wapnica, Poland"
"383","Cabin","Millbrook","UK","Romantic Ocean View Couples Retreat Cornwall",1,357,FALSE,2023-06-10,2023-06-15,5,61,5,"Millbrook, UK"
"384","Guest suite","La Marsa","Tunisia","THE AQUARIUM waterfront ‍️",2,61,FALSE,2023-06-26,2023-07-01,5,103,4.72,"La Marsa, Tunisia"
"385","Guesthouse","Jonstorp","Sweden","Gäststuga Knorrasjön",3,95,FALSE,2023-06-12,2023-06-17,5,NA,NA,"Jonstorp, Sweden"
"386","Home","Positano","Italy","Villa Laurito",2,185,FALSE,2023-10-31,2023-11-05,5,66,4.88,"Positano, Italy"
"387","Treehouse","Penzance","UK","Peaceful Country Treehouse Nr Penzance St Ives",1,294,FALSE,2023-07-06,2023-07-11,5,292,4.95,"Penzance, UK"
"388","Cottage","Benalauría","Spain","""La Parra"", rural tourism. Your home in paradise.",1,67,FALSE,2023-09-16,2023-09-21,5,335,4.99,"Benalauría, Spain"
"389","Cabin","La Atalaya","Spain","Cabaña ecológica de madera en la naturaleza",3,80,FALSE,2023-06-11,2023-06-16,5,14,4.79,"La Atalaya, Spain"
"390","Tiny home","Vouzela","Portugal","Gallas Pod House",2,57,FALSE,2023-06-01,2023-06-06,5,25,5,"Vouzela, Portugal"
"391","Tiny home","Muldenhammer","Germany","Hascherle Hitt",1,86,FALSE,2023-06-05,2023-06-10,5,57,5,"Muldenhammer, Germany"
"392","Apartment","Thessaloniki","Greece","Waterfront 41Design - CozyCityCenter Flat",2,70,FALSE,2023-07-08,2023-07-13,5,546,4.84,"Thessaloniki, Greece"
"393","Home","Audierne","France","Villa Trouz Ar Mor",2,135,FALSE,2023-07-01,2023-07-06,5,13,4.85,"Audierne, France"
"394","Treehouse","Torbalı","Turkey","Treehouse Izmir View all our houses please ..",3,40,FALSE,2023-06-11,2023-06-16,5,394,4.9,"Torbalı, Turkey"
"395","Bungalow","Fethiye","Turkey","Kaktus Suites Fethiye - City Bungalow 2 wpool",1,69,FALSE,2023-06-17,2023-06-22,5,53,4.87,"Fethiye, Turkey"
"396","Yurt","Finestrat","Spain","Yurt op Off-Grid Homestead",1,49,FALSE,2023-06-04,2023-06-09,5,38,4.92,"Finestrat, Spain"
"397","Cabin","Idrac respailles","France","Cabin into the wild",1,154,FALSE,2023-06-04,2023-06-09,5,282,4.67,"Idrac respailles , France"
"398","Apartment","Kotor","Montenegro","Boka Bay view apartment.",3,102,FALSE,2023-07-08,2023-07-14,6,218,4.69,"Kotor, Montenegro"
"399","Home","Chalkida","Greece","Seaside Garden Single family home",2,124,FALSE,2023-06-08,2023-06-13,5,33,4.94,"Chalkida, Greece"
"400","Home","Skopelos","Greece","Del Sol. Studio across the sea 1.",2,259,FALSE,2023-06-01,2023-06-06,5,NA,NA,"Skopelos, Greece"
"401","Place to stay","Scottish Borders","UK","16th Century Scottish Borders Tower, by Earlston",3,113,TRUE,2023-07-13,2023-07-18,5,464,4.96,"Scottish Borders, UK"
"402","Loft","Baošići","Montenegro","Porto Bello Lux Sea View Swimming Pool",4,58,FALSE,2023-06-05,2023-06-10,5,110,4.9,"Baošići, Montenegro"
"403","Home","Atouguia da Baleia","Portugal","Spectacular view of Supertubos beach, Peniche",3,126,FALSE,2023-10-01,2023-10-06,5,34,4.82,"Atouguia da Baleia, Portugal"
"404","Home","Bad Sankt Leonhard im Lavanttal","Austria","1A chalet resting crickets hiking with indoor sauna",3,123,FALSE,2023-06-22,2023-06-27,5,110,4.67,"Bad Sankt Leonhard im Lavanttal, Austria"
"405","Vacation home","Punta Prima","Spain","Beachfront apartment with perfect seaview",4,231,FALSE,2023-06-01,2023-06-06,5,204,4.85,"Punta Prima, Spain"
"406","Treehouse","Verson","France","2 Cabins perched above a pond!",4,98,FALSE,2023-06-04,2023-06-10,6,68,4.91,"Verson, France"
"407","Home","Vaiano","Italy","Casale La Quercia - Tuscany country house",2,111,FALSE,2023-06-21,2023-06-26,5,530,4.94,"Vaiano, Italy"
"408","Cottage","Boscastle","UK","A Boscastle barn, rustic simplicity stunning views",1,141,FALSE,2023-06-11,2023-06-16,5,9,5,"Boscastle, UK"
"409","Cabin","County Wicklow","Ireland","House with breathtaking views!",3,222,FALSE,2023-07-16,2023-07-21,5,104,4.97,"County Wicklow, Ireland"
"410","Home","Las Negras","Spain","La Casita de Las Negras",4,370,FALSE,2023-06-14,2023-06-19,5,26,4.85,"Las Negras, Spain"
"411","Cabin","Serrazone","Italy","King's Windmill - A little house in the woods",2,111,FALSE,2023-07-21,2023-07-26,5,201,4.54,"Serrazone, Italy"
"412","Lighthouse","Ploemeur","France","Q3 BNB Premium Residence - The Engineering Tower",1,147,FALSE,2023-06-05,2023-06-10,5,10,4.8,"Ploemeur, France"
"413","Cabin","Bridge of Earn","UK","The Haven Hut, warm, cosy and cute.",1,64,FALSE,2023-06-30,2023-07-05,5,9,4.67,"Bridge of Earn, UK"
"414","Campsite","Rif","Iceland","Washitsu.Casa camper Parking place whouse access",1,16,FALSE,2023-06-01,2023-06-06,5,NA,NA,"Rif, Iceland"
"415","Home","Chalkida","Greece","Seaside Garden Single family home",2,154,FALSE,2023-06-08,2023-06-13,5,33,4.94,"Chalkida, Greece"
"416","Home","Skopelos","Greece","Del Sol. Studio across the sea 1.",2,73,FALSE,2023-06-01,2023-06-06,5,NA,NA,"Skopelos, Greece"
"417","Place to stay","Scottish Borders","UK","16th Century Scottish Borders Tower, by Earlston",3,102,TRUE,2023-07-13,2023-07-18,5,464,4.96,"Scottish Borders, UK"
"418","Loft","Baošići","Montenegro","Porto Bello Lux Sea View Swimming Pool",4,124,FALSE,2023-06-05,2023-06-10,5,110,4.9,"Baošići, Montenegro"
"419","Shepherd’s hut","County Durham","UK","Ben's hat",2,113,FALSE,2023-06-18,2023-06-23,5,356,4.92,"County Durham, UK"
"420","Home","Bad Sankt Leonhard im Lavanttal","Austria","1A chalet resting crickets hiking with indoor sauna",3,123,FALSE,2023-06-22,2023-06-27,5,110,4.67,"Bad Sankt Leonhard im Lavanttal, Austria"
"421","Vacation home","Punta Prima","Spain","Beachfront apartment with perfect seaview",4,231,FALSE,2023-06-01,2023-06-06,5,204,4.85,"Punta Prima, Spain"
"422","Treehouse","Verson","France","2 Cabins perched above a pond!",4,98,FALSE,2023-06-04,2023-06-10,6,530,4.94,"Verson, France"
"423","Cottage","Boscastle","UK","A Boscastle barn, rustic simplicity stunning views",1,141,FALSE,2023-06-11,2023-06-16,5,18,5,"Boscastle, UK"
"424","Room","Wien","Austria","Central luxury Hauptbahnhof",3,92,FALSE,2023-09-17,2023-09-22,5,9,5,"Wien, Austria"
"425","Cabin","County Wicklow","Ireland","House with breathtaking views!",2,222,FALSE,2023-07-16,2023-07-21,5,26,4.85,"County Wicklow, Ireland"
"426","Cabin","Serrazone","Italy","King's Windmill - A little house in the woods",1,111,FALSE,2023-07-21,2023-07-26,5,201,4.54,"Serrazone, Italy"
"427","Lighthouse","Ploemeur","France","Q3 BNB Premium Residence - The Engineering Tower",1,147,FALSE,2023-06-05,2023-06-10,5,10,4.8,"Ploemeur, France"
"428","Cabin","Bridge of Earn","UK","The Haven Hut, warm, cosy and cute.",1,64,FALSE,2023-06-30,2023-07-05,5,69,4.77,"Bridge of Earn, UK"
"429","Treehouse","Mons","France","Delightful rustic treehouse",1,42,FALSE,2023-06-01,2023-06-06,5,9,4.67,"Mons, France"
"430","Campsite","Rif","Iceland","Washitsu.Casa camper Parking place whouse access",1,16,FALSE,2023-06-01,2023-06-06,5,107,4.91,"Rif, Iceland"
"431","Condo","Roviano","Italy","Apartment-Mansarda Vista Castello",4,61,FALSE,2023-06-08,2023-06-13,5,8,5,"Roviano, Italy"
"432","Home","Jumilhac-le-Grand","France","Bettyjems Stage Refuge",4,20,FALSE,2023-06-21,2023-06-28,7,NA,NA,"Jumilhac-le-Grand, France"
"433","Cabin","Rosenthal-Bielatal","Germany","Mountain hut in the Elbe sandstone with log cabin sauna",4,66,TRUE,2023-06-04,2023-06-09,5,169,4.78,"Rosenthal-Bielatal, Germany"
"434","Hut","Wolfegg","Germany","Shepherd's hut ""Wolkakkrazer"" near Wolfegg",1,72,FALSE,2023-07-02,2023-07-07,5,220,4.88,"Wolfegg, Germany"
"435","Dome","Atzeneta del Maestrat","Spain","Private domed Copula Free Spirit horse refuge",3,114,FALSE,2023-06-01,2023-06-06,5,154,4.61,"Atzeneta del Maestrat, Spain"
"436","Home","Taktikoupoli","Greece","Levanda Home",2,73,FALSE,2023-10-10,2023-10-17,7,147,4.91,"Taktikoupoli, Greece"
"437","Apartment","Le Relecq-Kerhuon","France","Face à la mer Brestoise",3,87,FALSE,2023-06-01,2023-06-06,5,NA,NA,"Le Relecq-Kerhuon, France"
"438","Nature lodge","Fethiye","Turkey","DEEP OCEAN BUNGALOWS-PANORAMIC DOUBLE HALF BOARD",1,115,FALSE,2023-06-05,2023-06-10,5,75,4.91,"Fethiye, Turkey"
"439","Chalet","Covilhã","Portugal","Xitaca do Pula",2,78,FALSE,2023-06-11,2023-06-17,6,203,4.95,"Covilhã, Portugal"
"440","Apartment","Abram","Greece","Infinity Abram",1,61,FALSE,2023-06-01,2023-06-07,6,44,4.57,"Abram, Greece"
"441","Room","Halsham","UK","King bedroom in historic house with garden access",2,92,FALSE,2023-06-04,2023-06-09,5,24,4.96,"Halsham, UK"
"442","Vacation home","Rocchetta Nervina","Italy","The Loggia",1,169,FALSE,2023-06-02,2023-06-07,5,61,4.85,"Rocchetta Nervina, Italy"
"443","Home","Cernobbio","Italy","Ca' Roncate",1,127,FALSE,2023-10-24,2023-10-31,7,378,4.9,"Cernobbio, Italy"
"444","Camper/RV","Wettringen","Germany","Trailer Paradise Ivonete _unwind",3,46,FALSE,2023-06-10,2023-06-15,5,71,4.97,"Wettringen, Germany"
"445","Home","Otívar","Spain","Views to the valley, Wi-Fi, Air-Con, terrace,",2,79,FALSE,2023-06-11,2023-06-18,7,140,4.88,"Otívar, Spain"
"446","Home","Castelmezzano","Italy","Casa del Mago - Castelmezzano",3,93,FALSE,2023-06-12,2023-06-17,5,100,4.78,"Castelmezzano, Italy"
"447","Windmill","Atouguia da Baleia","Portugal","Moinho do Sr. Arnaldo - Big Windmill at Peniche",1,196,FALSE,2023-06-19,2023-06-26,7,13,4.85,"Atouguia da Baleia, Portugal"
"448","Earthen home","La Canourgue","France","canopy house",4,81,FALSE,2023-06-27,2023-07-02,5,212,4.81,"La Canourgue, France"
"449","Home","Dinami","Italy","Panucci's house- halfway between the sea and mountain",2,25,FALSE,2023-06-01,2023-06-06,5,245,4.98,"Dinami, Italy"
"450","Cottage","Crossdoney","Ireland","Peacock House",2,80,FALSE,2023-06-11,2023-06-17,6,NA,NA,"Crossdoney, Ireland"
"451","Villa","Abiansemal","Indonesia","Aura House 2bds Eco Bamboo House, Pool, River View",2,455,TRUE,2023-01-09,2023-01-14,5,209,4.87,"Abiansemal, Indonesia"
"452","Hut","Balian Beach","Indonesia","BALIAN TREEHOUSE w beautiful pool",1,117,FALSE,2023-06-21,2023-06-26,5,287,4.85,"Balian Beach, Indonesia"
"453","Hut","Ubud","Indonesia","Bali Bamboo House Rescape Ubud - Relief Villa",1,171,FALSE,2023-10-29,2023-11-03,5,164,4.79,"Ubud, Indonesia"
"454","Villa","Ubud","Indonesia","️Romantic Staycation-PrivateSunset Poolmegananda",1,111,FALSE,2023-11-18,2023-11-23,5,388,4.92,"Ubud, Indonesia"
"455","Cabin","Tampaksiring","Indonesia","Dome - Bamboo Villa in Eco Six Bali",1,420,FALSE,2023-07-04,2023-07-09,5,85,4.87,"Tampaksiring, Indonesia"
"456","Treehouse","Balamban","Philippines","Treehouse De Valentine",5,255,FALSE,2023-06-15,2023-06-20,5,147,4.91,"Balamban, Philippines"
"457","Villa","Tampaksiring","Indonesia","Luxury 5 BDR Resort w Gym Ricefield View",5,506,FALSE,2023-09-12,2023-09-17,5,101,4.78,"Tampaksiring, Indonesia"
"458","Island","El Nido","Philippines","Exclusive Private Island Brother Island, El Nido",11,469,FALSE,2023-06-01,2023-06-06,5,131,4.82,"El Nido, Philippines"
"459","Room","Chom Phon","Thailand","15min walk to MRT Private room for 3 Free Brekkie.",3,31,FALSE,2023-06-24,2023-06-29,5,255,4.9,"Chom Phon, Thailand"
"460","Villa","Kecamatan Ubud","Indonesia","Elegant luxurious 3 BR villa rice-fields pano",4,322,FALSE,2023-06-21,2023-06-26,5,94,4.65,"Kecamatan Ubud, Indonesia"
"461","Villa","Tabanan","Indonesia","Exclusive Beach Villa - Balian Beach",4,240,FALSE,2023-06-01,2023-06-06,5,105,4.8,"Tabanan, Indonesia"
"462","Villa","Singaraja","Indonesia","180 VIEW, PRIVATE POOL VILLA..",1,206,FALSE,2023-06-11,2023-06-16,5,355,4.93,"Singaraja, Indonesia"
"463","Apartment","Phuket","Thailand","White Breeze Pool 1BD Apartment",1,64,FALSE,2023-06-04,2023-06-10,6,112,4.69,"Phuket, Thailand, Thailand"
"464","Villa","Nusa Ceningan","Indonesia","Beautiful villa on the edge of BLUE LAGOON",1,264,FALSE,2023-06-01,2023-06-06,5,1239,4.83,"Nusa Ceningan, Indonesia"
"465","Villa","Kecamatan Ubud","Indonesia","Intimate Private Pool Villas in Ubud center",1,209,FALSE,2023-06-07,2023-06-12,5,223,4.89,"Kecamatan Ubud, Indonesia"
"466","Hut","Kecamatan Ubud","Indonesia","50 OFF Ipian Cinta with Private Pool jacuzzi",1,142,FALSE,2023-10-28,2023-11-02,5,118,4.62,"Kecamatan Ubud, Indonesia"
"467","Villa","Kecamatan Kuta Utara","Indonesia","Love Nest for honeymooner at best location",1,251,FALSE,2023-09-03,2023-09-08,5,87,4.98,"Kecamatan Kuta Utara, Indonesia"
"468","Earthen home","Mueang Chiang Mai District","Thailand","Leafy Greens Chiangmai Mushroom M2",1,22,FALSE,2023-06-13,2023-06-20,7,210,4.87,"Mueang Chiang Mai District, Thailand"
"469","Villa","Kecamatan Kuta Utara","Indonesia","Love Nest for honeymooner at best location",1,251,FALSE,2023-09-03,2023-09-08,5,87,4.98,"Kecamatan Kuta Utara, Indonesia"
"470","Villa","Payangan","Indonesia","️Secluded Getaway StaycationSunsetPoolmegananda",1,111,FALSE,2023-11-06,2023-11-11,5,364,4.89,"Payangan, Indonesia"
"471","Earthen home","Mueang Chiang Mai District","Thailand","Leafy Greens Chiangmai Mushroom M2",1,22,FALSE,2023-06-13,2023-06-20,7,210,4.87,"Mueang Chiang Mai District, Thailand"
"472","Villa","Ubud","Indonesia","3 Beautiful Balinese Villa with Private Pool",1,137,FALSE,2023-11-12,2023-11-17,5,434,4.91,"Ubud, Kabupaten Gianyar, Indonesia"
"473","Villa","เกาะพงัน","Thailand","Palma Villa, Spectacular Sea View Villa with Pool",2,238,FALSE,2023-07-17,2023-07-22,5,13,5,"เกาะพงัน, Thailand"
"474","Villa","Tegallalang","Indonesia","Luxurious Private Pool Villa with Garden North of Ubud",2,126,FALSE,2023-10-14,2023-10-19,5,166,4.92,"Tegallalang, Indonesia"
"475","Tiny home","Kecamatan Ubud","Indonesia","Tiny Tall Haus Ubud Getaway!",1,95,FALSE,2023-06-26,2023-07-01,5,104,4.87,"Kecamatan Ubud, Indonesia"
"476","Bungalow","Ubud","Indonesia","Pondok Prapen -Ubud Center Private Pool Villa",3,217,FALSE,2023-06-15,2023-06-20,5,333,4.89,"Ubud, Indonesia"
"477","Villa","Tampaksiring","Indonesia","Beetle - Bamboo Villa in Eco Six Bali Resort",2,458,FALSE,2023-10-28,2023-11-02,5,82,4.82,"Tampaksiring, Indonesia"
"478","Home","Ko Samui","Thailand","the naked house",7,205,FALSE,2023-06-05,2023-06-10,5,183,4.88,"Ko Samui, Thailand"
"479","Villa","Kamala","Thailand","""Villa Sauvage 2 br"" - a magic horizon of coziness",2,122,FALSE,2023-06-06,2023-06-11,5,115,4.57,"Kamala, Thailand"
"480","Home","Mabini","Philippines","Bathing Private Exclusive Cottage",6,183,FALSE,2023-06-12,2023-06-17,5,181,4.91,"Mabini, Philippines"
"481","Hut","Abiansemal","Indonesia","Zen Hideaway 3 - ultimate Wabi-sabi experiences",2,235,FALSE,2023-07-30,2023-08-04,5,372,4.8,"Abiansemal, Indonesia"
"482","Tiny home","Cavinti","Philippines","Explore, Experience, Enjoy T-HOUSE Lakestaycation!",2,39,FALSE,2023-06-02,2023-06-07,5,160,4.43,"Cavinti, Philippines"
"483","Hut","Tampaksiring","Indonesia","Hidden Bamboo Bali",1,136,FALSE,2023-11-08,2023-11-13,5,161,4.91,"Tampaksiring, Indonesia"
"484","Room","Kecamatan Denpasar Selatan","Indonesia","Poolside room in large villa. 5 minutes to beach.",1,34,FALSE,2023-08-10,2023-08-16,6,37,5,"Kecamatan Denpasar Selatan, Indonesia"
"485","Room","Bangkok","Thailand","Ba hao Residence x MAITRI CHIT ROOM",1,96,FALSE,2023-08-15,2023-08-20,5,431,4.93,"Bangkok, Thailand"
"486","Boutique hotel","Ko Samui","Thailand","Pool Villa by Humble",1,63,FALSE,2023-06-15,2023-06-20,5,105,4.93,"Ko Samui, Thailand"
"487","Apartment","Muang Pattaya","Thailand","VR 2BR High Skyline Ocean View Pattaya",3,62,TRUE,2023-06-05,2023-06-10,5,85,4.69,"Muang Pattaya, Thailand"
"488","Home","Kuta","Indonesia","Villa Seminyak 1 Bedroom 10 Mins to Beach",1,55,TRUE,2023-06-11,2023-06-16,5,340,4.67,"Kuta, Indonesia"
"489","Villa","Ko Lanta District","Thailand","DEEPSPACE villa X1 ,Secret Address on Quiet Beach",3,24,TRUE,2023-06-06,2023-06-11,5,47,4.7,"Ko Lanta District, Thailand"
"490","Place to stay","Balian Beach","Indonesia","BALIAN TREEHOUSE 2 - with private pool",3,39,TRUE,2023-07-21,2023-07-28,7,140,4.89,"Balian Beach, Indonesia"
"491","Villa","Thành phố Hội An","Vietnam","Private pool two bedroom villa - villa the cow",2,53,TRUE,2023-06-03,2023-06-08,5,124,4.8,"Thành phố Hội An, Vietnam"
"492","Apartment","清迈","Thailand","清迈 The Astra Condo长康路无边泳池豪华公寓古城夜市边Chang Khlan road",1,809,FALSE,2023-06-12,2023-06-17,5,158,4.68,"清迈, Thailand"
"493","Place to stay","Thành phố Hội An","Vietnam","Garden view twin room with breakfast-Ngan Phu",2,116,FALSE,2023-06-10,2023-06-17,7,255,4.85,"Thành phố Hội An, Vietnam"
"494","Room","Sidemen","Indonesia","Heritage of Art Villa Iseh in Sidemen East Bali",1,99,TRUE,2023-06-01,2023-06-06,5,111,4.89,"Sidemen, Indonesia"
"495","Apartment","Tambon Patong","Thailand","One-Bedroom Suite in Patong Beach",2,49,FALSE,2023-06-09,2023-06-14,5,67,4.73,"Tambon Patong, Thailand"
"496","Condo","Khet Watthana","Thailand","CENTRAL STUDIO0-min BTS ASOK, FAST WIFI, NETFLIX",4,58,FALSE,2023-06-01,2023-06-06,5,252,4.74,"Khet Watthana, Thailand"
"497","Villa","Koh Yao Noi","Thailand","Eagles Nest, Luxury Villa, Koh Yao Noi",22,986,FALSE,2023-06-01,2023-06-06,5,43,4.95,"Koh Yao Noi, Thailand"
"498","Hotel room","Thành phố Hội An","Vietnam","FIG TREE BOUTIQUE VILLA",3,30,FALSE,2023-06-01,2023-06-06,5,92,4.83,"Thành phố Hội An, Vietnam"
"499","Earthen home","Ao nang","Thailand","Seaview Bedrock Home",3,131,FALSE,2023-06-01,2023-06-06,5,35,4.8,"Ao nang, Thailand"
"500","Villa","Langkawi","Malaysia","Alamanda Tropical Wooden Villa - Pool View",2,97,FALSE,2023-06-15,2023-06-20,5,196,4.87,"Langkawi, Malaysia"
"501","Villa","Koh Lanta Island","Thailand","Perch Villa - Clifftop villa spectacular sea view",1,162,FALSE,2023-06-06,2023-06-11,5,71,4.94,"Koh Lanta Island, Thailand"
"502","Guesthouse","Kecamatan Kuta Utara","Indonesia","Tropical Private Room Canggu 3 by Rios Guest House",3,33,FALSE,2023-08-04,2023-08-11,7,7,4.86,"Kecamatan Kuta Utara, Indonesia"
"503","Villa","Rayong","Thailand","Luxury Beach Front Pool Villa, Phuphatara Rayong",1,359,FALSE,2023-06-06,2023-06-11,5,85,4.68,"Rayong, Thailand"
"504","Cottage","Lamai Beach","Thailand","TROPICAL POOL BEACH VILLA III Beach-Pool-Freedom",1,142,FALSE,2023-06-03,2023-06-08,5,25,4.92,"Lamai Beach, Thailand"
"505","Cabin","Kecamatan Ubud","Indonesia","Samu House. Tropical stay private pool.Adults Only",1,110,FALSE,2023-09-29,2023-10-04,5,106,4.84,"Kecamatan Ubud, Indonesia"
"506","Villa","Tampaksiring","Indonesia","Romantic 1br Villa - Ubud Jungle",1,363,FALSE,2023-12-24,2023-12-29,5,13,5,"Tampaksiring, Indonesia"
"507","Treehouse","Tampaksiring","Indonesia","umatreehouse",1,133,FALSE,2023-11-16,2023-11-21,5,164,4.93,"Tampaksiring, Indonesia"
